l1_weight,edge_idx,x_eval,activation
0.01,0,-0.286432147026062,-0.40561357140541077
0.01,1,-0.286432147026062,0.40758049488067627
0.01,0,-0.2763819098472595,-0.4102645814418793
0.01,1,-0.2763819098472595,0.41661152243614197
0.01,0,-0.26633167266845703,-0.4143329858779907
0.01,1,-0.26633167266845703,0.4264746308326721
0.01,0,-0.25628140568733215,-0.4179435968399048
0.01,1,-0.25628140568733215,0.4372071325778961
0.01,0,-0.24623115360736847,-0.42122048139572144
0.01,1,-0.24623115360736847,0.44884568452835083
0.01,0,-0.23618090152740479,-0.42425379157066345
0.01,1,-0.23618090152740479,0.46137532591819763
0.01,0,-0.2261306494474411,-0.42708727717399597
0.01,1,-0.2261306494474411,0.47471076250076294
0.01,0,-0.21608039736747742,-0.42976096272468567
0.01,1,-0.21608039736747742,0.48876121640205383
0.01,0,-0.20603014528751373,-0.4323151111602783
